dataset_index,data_uuid,data_name,view_count,download_count,description,update_frequency,data_owner,data_page_url,data_category,asset_type,view_type,size_in_bytes,readable_size,latest_update_time
963,ay9k-vznm,Workforce1 Job Listing,2902,2690,"Listing of job openings registered through Workforce1 Center. This data is up to date as of the date reflected in the ""About"" tab of this dataset.",Monthly,Department of Small Business Services (SBS),https://data.cityofnewyork.us/Business/Workforce1-Job-Listing/ay9k-vznm,Business,dataset,tabular,34985.0,34.98 KB,2020-03-16
964,ayeb-p4mv,TLC Authorized Wheelchair Passenger Assistance Training Providers,1779,1595,"This is a list of authorized providers who offer the passenger assistance and wheelchair accessible vehicle training course that all new TLC driver license applicants (Yellow & Green Taxicab, Livery, Black Car, and Lux Limo)  must complete as part of the education requirement.",One-time,Taxi and Limousine Commission (TLC),https://data.cityofnewyork.us/Transportation/TLC-Authorized-Wheelchair-Passenger-Assistance-Tra/ayeb-p4mv,Transportation,dataset,tabular,4179.0,4.18 KB,2019-05-30
965,ayer-cga7,Hurricane Evacuation Centers,5986,230873,"This dataset shows hurricane evacuation centers. Persons requiring shelter during a hurricane are processed at a hurricane evacuation center and then transported to a hurricane shelter. In the event of a hurricane, the status of these hurricane evacuation centers should be confirmed at www.nyc.gov or by calling 311.",One-time,Office of Emergency Management (OEM),https://data.cityofnewyork.us/Public-Safety/Hurricane-Evacuation-Centers/ayer-cga7,Public Safety,map,geo,19659.0,19.66 KB,2021-06-07
967,az65-9z36,DOP Adult Supervision Intakes by Calendar Year,302,1459,The number of adults sentenced to probation supervision during the reporting period.,Annually,Department of Probation (DOP),https://data.cityofnewyork.us/City-Government/DOP-Adult-Supervision-Intakes-by-Calendar-Year/az65-9z36,City Government,dataset,tabular,1453.0,1.45 KB,2021-04-09
968,azp6-hepu,Licensing Center Customer Information,978,1541,This data set features a monthly snapshot of customer service information at the DCA Licensing Center.,Monthly,Department of Consumer Affairs (DCA),https://data.cityofnewyork.us/Business/Licensing-Center-Customer-Information/azp6-hepu,Business,dataset,tabular,916.0,916 bytes,2016-07-13
969,b225-hg9m,15 Discharge Reporting for All Students - MS,114,174,"Local Law 42, enacted in 2011, requires the New York City Department of Education (DOE) to report to the New York City Council by June 30, 2015 the number of students in grades 6 through 12 who were discharged, transferred, or graduated during the 2014-15 school year. This document summarizes and explains the reported data. This law requires the reporting of discharges and graduations that occur during one school year.",One-time,NYC Department of Education,https://data.cityofnewyork.us/Education/2014-15-Discharge-Reporting-for-All-Students-MS/b225-hg9m,Education,dataset,tabular,638905.0,638.9 KB,2019-04-17
971,b2gb-nkrq,Community Emergency Response Team,809,1674,List of Community Emergency Response Teams (CERT),Monthly,Office of Emergency Management (OEM),https://data.cityofnewyork.us/Public-Safety/Community-Emergency-Response-Team-CERT-/b2gb-nkrq,Public Safety,dataset,tabular,4815.0,4.82 KB,2021-06-10
974,b37a-3faw,Ten-Year Capital Strategy,628,294,"This dataset contains Ten-Year Capital Strategy data by project type, ten-year plan category and source of funds.  The dollar values are in thousands.  The dataset is updated every other year in Preliminary and Executive Budget.",Annually,Mayor's Office of Management and Budget (OMB),https://data.cityofnewyork.us/dataset/Ten-Year-Capital-Strategy/b37a-3faw,Missing,dataset,tabular,160427.0,160.43 KB,2021-05-04
977,b4mf-rg6h,Commissioner's Correspondence,721,1415,"DOT receives, tracks, and responds to correspondences sent to the Commissioner's Correspondence Unit (CCU) and Borough Commissioner’s (BC) offices. This includes some requests initially sent to 311 and the Mayor's Office, and then forwarded to DOT.",Monthly,Department of Transportation (DOT),https://data.cityofnewyork.us/Transportation/Commissioner-s-Correspondence/b4mf-rg6h,Transportation,dataset,tabular,101918049.0,101.92 MB,2021-12-16
978,b55q-34ps,Health Center Districts,1620,983,"Health Center Districts - by Department of City Planning.  All previously released versions of this data are available at <a href=""https://www1.nyc.gov/site/planning/data-maps/open-data/bytes-archive.page?sorts[year]=0"">BYTES of the BIG APPLE- Archive</a>",One-time,Department of City Planning (DCP),https://data.cityofnewyork.us/Health/Health-Center-Districts/b55q-34ps,Health,map,geo,3719489.0,3.72 MB,2021-11-23
980,b59s-jsgk,Latin Media Organization Map,1221,305,Listing of Latin media organizations,One-time,Latin Media & Entertainment Commission (LMEC),https://data.cityofnewyork.us/Recreation/Latin-Media-Organization-Map/b59s-jsgk,Recreation,map,tabular,59629.0,59.63 KB,2017-09-16
983,b8z8-mpdb,Department for the Aging  Reported Service Units by Month of Case Management Agency Contracted Providers,131,366,Reported Units of Service by Month of registered and contracted agencies providing Case Management Services/,Monthly,Department for the Aging (DFTA),https://data.cityofnewyork.us/Social-Services/Department-for-the-Aging-DFTA-Reported-Service-Uni/b8z8-mpdb,Social Services,dataset,tabular,79945.0,79.94 KB,2021-10-28
985,b9a3-rexv,City Council March Attendance,113,30,"Total enrollment count for students whose learning preference is remote or blended or missing and who have attended school in person at least once since September 16, 2020. Because student learning preference is based in part on student attendance (see below), only students for whom attendance data is reported are included.",One-time,NYC Department of Education,https://data.cityofnewyork.us/Education/2021-City-Council-March-Attendance/b9a3-rexv,Education,dataset,tabular,713795.0,713.79 KB,2021-06-11
986,b9e9-2we4,English Language Arts  Test Results by Grade - District - by Disability Status,235,1261,"New York City Results on the New York State English Language Arts (ELA) Tests, Grades 3 - 8 Notes: As of 2006, the New York State Education Department expanded the ELA and mathematics testing programs to Grades 3-8. Previously, state tests were administered in Grades 4 and 8 and citywide tests were administered in Grades 3, 5, 6, and 7. Starting in 2010, NYSED changed the scale score required to meet each of the proficiency levels, increasing the number of questions students needed to answer correctly to meet proficiency. In 2007, the New York State Education Department updated its testing policy for English Language Learners: ELLs in an English Language School System for more than one year are required to take the ELA exam. Previously, ELLs in an English Language School System for less than 3 years were exempt from taking the ELA exam.",One-time,NYC Department of Education,https://data.cityofnewyork.us/Education/2006-2011-English-Language-Arts-ELA-Test-Results-b/b9e9-2we4,Education,dataset,tabular,189969.0,189.97 KB,2011-10-05
987,b9km-gdpy,NYC Council Constituent Services,3455,3704,"The dataset comes from CouncilStat, which is used by many NYC Council district offices to enter and track constituent cases that can range from issues around affordable housing, to potholes and pedestrian safety. This dataset aggregates the information that individual staff have input. However, district staffs handle a wide range of complex issues. Each offices uses the program differently, and thus records cases, differently and so comparisons between accounts may be difficult. Not all offices use the program. For more info - http://labs.council.nyc/districts/data/",Daily,City Council (NYCC),https://data.cityofnewyork.us/City-Government/NYC-Council-Constituent-Services/b9km-gdpy,City Government,dataset,tabular,30322991.0,30.32 MB,2021-12-16
988,b9uf-7skp,Math Test Results - School - Gender,784,1473,Latest available data and trends in the state assessment results of math for grades 3 through 8. Data are disaggregated by school and  gender.,One-time,NYC Department of Education,https://data.cityofnewyork.us/Education/2006-2012-Math-Test-Results-School-Gender/b9uf-7skp,Education,dataset,tabular,4327007.0,4.33 MB,2013-02-21
989,b9yk-4pzk,Action Taken Against Process Servers,174,392,"New York City Administrative Code Section 20-409 requires the Department of Consumer and Worker Protection (DCWP) to post to its website the suspension, revocation, denial of renewal of license, and the issuance of penalties against licensed process servers, and the reason.",Monthly,NYC Department of Consumer and Worker Protection (DCWP),https://data.cityofnewyork.us/Business/Action-Taken-Against-Process-Servers/b9yk-4pzk,Business,dataset,tabular,7571.0,7.57 KB,2020-12-22
990,b9ze-z4u4,Citywide Outfalls,1576,418,Citywide Outfalls,Annually,Department of Environmental Protection (DEP),https://data.cityofnewyork.us/Environment/Citywide-Outfalls/b9ze-z4u4,Environment,map,geo,2167738.0,2.17 MB,2020-12-07
992,basd-2jwn,Official Fundraising by City Agencies,67,47,Each City agency is required by rule of the Conflicts of Interest Board to disclose all not-for-profit organizations for which the agency solicits donations.  This dataset lists all such organizations reported by City agencies for official fundraising occurring during calendar year 2020.,Annually,Conflicts of Interest Board (COIB),https://data.cityofnewyork.us/City-Government/Official-Fundraising-by-City-Agencies/basd-2jwn,City Government,dataset,tabular,16428.0,16.43 KB,2021-08-19
997,bcsx-ch6m,Canine Waste Dispensers Map,194,5,"• One line of data represents the location of a canine waste bag dispenser, including what surface it is mounted on, who refills it, who made it, and when it was installed. • Data is collected by analysts located in each borough and collated by Parks’ Innovation & Performance Management team. • Data is updated as needed using an ArcGIS Online web application. • Records for dispensers that are no longer active have been removed • Not all records have an installation date. Records will only have an OMPPropID and SubProperty name if they fall within the bounds of a sub property.",Monthly,Department of Parks and Recreation (DPR),https://data.cityofnewyork.us/Recreation/Canine-Waste-Dispensers-Map/bcsx-ch6m,Recreation,map,tabular,621.0,621 bytes,2021-12-08
998,bd8j-m46a,Debt Affordability Statement Schedules,297,321,Statement of Debt Affordability pursuant to Chapter 16 of the Laws of 1997 of the State of New York. This dataset is updated annually. Numerical data is shown in $ in Millions or in Persons and identified in the column labeled Units.,Annually,Mayor's Office of Management and Budget (OMB),https://data.cityofnewyork.us/City-Government/Debt-Affordability-Statement-Schedules/bd8j-m46a,City Government,dataset,tabular,16866.0,16.87 KB,2021-05-03
999,bdjm-n7q4,Forestry Work Orders,1389,596,"Record of Forestry work orders for NYC Parks & Recreation.   Work Orders are used to record activities performed by Parks staff, contractors, other Agencies, or private entities in the case of permitted work.  ForMS 2.0 requires that WOs can only be created from an Inspection, with the exception of a Debris Removal – Misc.  Wood WO where the associated tree cannot always be determined.  This dataset can be joined to the Forestry Planting Spaces dataset by joining PlantingSpaceGlobalID from Forestry Work Orders to GLOBALID from Forestry Planting Spaces.  User guide: https://docs.google.com/document/d/1PVPWFi-WExkG3rvnagQDoBbqfsGzxCKNmR6n678nUeU/edit?usp=sharing  Data dictionary: https://docs.google.com/spreadsheets/d/1yMfZgcsrvx9M0b3-ZdEQ3WCk2dFxgitCWytTrJSwEAs/edit?usp=sharing",One-time,Department of Parks and Recreation (DPR),https://data.cityofnewyork.us/Environment/Forestry-Work-Orders/bdjm-n7q4,Environment,dataset,tabular,426337156.0,426.34 MB,2021-12-01
